Pathway,Score_AR,Score_ARNTL,Score_ATF1,Score_ATF2,Score_ATF4,Score_BACH1,Score_CDX2,Score_CEBPA,Score_CEBPB,Score_CEBPD,Score_CREB1,Score_CTCF,Score_E2F1,Score_E2F2,Score_E2F3,Score_E2F4,Score_EGR1,Score_ELK1,Score_EPAS1,Score_ERG,Score_ESR1,Score_ESR2,Score_ETS1,Score_ETS2,Score_ETV4,Score_FLI1,Score_FOS,Score_FOSL1,Score_FOSL2,Score_FOXA1,Score_FOXL2,Score_FOXM1,Score_FOXO1,Score_FOXO3,Score_FOXO4,Score_FOXP1,Score_GATA1,Score_GATA2,Score_GATA3,Score_GLI2,Score_HIF1A,Score_HNF1A,Score_HNF4A,Score_IRF1,Score_IRF9,Score_JUN,Score_JUND,Score_KLF4,Score_KMT2A,Score_LEF1,Score_MITF,Score_MYB,Score_MYC,Score_MYCN,Score_NFATC2,Score_NFE2L2,Score_NFIC,Score_NFKB1,Score_NFKB2,Score_NR2F2,Score_NR5A1,Score_PAX6,Score_PAX8,Score_PGR,Score_POU2F1,Score_PPARA,Score_PPARG,Score_PRDM14,Score_RARA,Score_REL,Score_RELA,Score_RELB,Score_REST,Score_RFX5,Score_RUNX1,Score_RXRA,Score_SMAD3,Score_SMAD4,Score_SOX10,Score_SOX2,Score_SOX9,Score_SP1,Score_SP3,Score_SPI1,Score_SREBF1,Score_SREBF2,Score_SRF,Score_STAT1,Score_STAT2,Score_STAT3,Score_STAT5A,Score_STAT5B,Score_STAT6,Score_TAL1,Score_TCF7L2,Score_TFAP2A,Score_TFAP2C,Score_TP53,Score_TP63,Score_TWIST1,Score_USF1,Score_USF2,Score_VDR,Score_WT1,Score_YY1,Score_ZNF263
Fatty Acid Elongation in Mitochondria,-0.08189222986452575,-0.16631718935994977,-0.22795905320203397,-1.1991844104579557,-1.6676662051201105,-1.3501261103078257,-3.8422093214820157,-0.06815117223486251,-0.8789651498560731,-0.9179945711683695,-2.8638996639455487,-0.13597803331724886,-0.08543139026898806,-0.4408503545454098,-0.6574452698061447,-0.1535199778279767,-0.13421822693165839,-0.05885452818613716,-0.5276106869995475,-0.44433508865429155,-0.42680843026505916,-1.342329950823065,-0.11667596577871173,-0.4044462449635323,-0.278991992917479,-3.740023696882525,-0.20226794380759722,-0.7406584155895468,-0.33305382629910957,-1.4301246471068834,-0.8455180184486868,-0.1359999473447785,-2.0651413647029626,-0.05092355525481905,-1.5318047683214464,-2.532734196835076,-0.9996837625964932,-2.668443122254874,-1.2190245668323507,-1.2526887285541601,-0.06466401416698277,-3.4332367999340656,-3.423032159115551,-0.22898882123664613,-0.14175267862411392,-0.1847121213149318,-0.39166589544054153,-1.312670461461706,-1.556060661007722,-0.5482156406581791,-0.4619468873201927,-0.93871283452645,-0.2689326215199695,-0.988775965337177,-1.7352054887444188,-1.611571526500986,-2.186000354477009,-1.0153564432507356,-1.029796179169511,-0.20001923082864392,-4.235535805768665,-0.5631544569500246,-1.246333987456985,-0.9341371719502265,-0.3343259613444087,-0.8551616615257329,-1.0526633913783958,-0.061211433911574,-2.579604232060363,-0.7406584155895468,-0.852912014314682,-0.13753224548111648,-1.2280233968897651,-1.817031505281427,-1.9984518643095495,-2.3242526962005003,-0.5985737364649429,-0.46022738097785404,-0.547425270527493,-0.02875187346847634,-2.0900871447291043,-0.19795764659358142,-0.2845445017465571,-0.31438152489490795,-0.7101076086713543,-1.0421713346272663,-0.054224940837782884,-0.08362199680202342,-0.12033865519740379,-0.4337774043752617,-0.06820176680880252,-0.2077877721601632,-0.19700428921132973,-0.10619899256518547,-0.041732549941040815,-0.09702426312411591,-2.730528691019121,-0.5704106071678465,-1.2190245668323507,-0.5307757726043779,-0.3042602695734655,-0.15363235397941502,-2.5371807492369522,-0.10794264926566143,-0.05777827120802103,-2.2378997278655266
Fatty Acid Metabolism,-0.10534922420191836,-0.08745299493571244,-0.2752648587154023,-0.803266164386779,-0.9251290358290525,-1.306869175852015,-3.357049755360849,-0.1272119111718927,-0.4922181830003892,-1.128615152028826,-2.9033809888425575,-0.17492810821428265,-0.17750868471532266,-0.6625159081790394,-0.5627840158867097,-0.15802279363518396,-0.5687943828347903,-0.10330917246154638,-0.48872924379539295,-0.24193220475095725,-0.31499730495983025,-0.6778318169781494,-0.07856871834395618,-0.5453936420068967,-0.11379336824661998,-3.9718207839825705,-0.11507065670971578,-0.17498849946227915,-0.2056526695432373,-1.3603321528961652,-1.721429364262467,-0.08859669143877906,-1.4090160707438488,-0.09534739288042564,-1.2586599187617356,-2.1580205429627384,-1.0191107559727548,-2.478469148693829,-0.1681517824585272,-1.1516861716042666,-0.05080452228394541,-3.108988506485362,-3.1708171684101587,-0.3737256014649364,-0.2783419967052011,-0.10246029498811032,-0.25484108821044316,-1.5020651125792404,-1.7492673483261347,-0.9282410914781576,-0.7803414704111141,-0.8041522098595952,-0.7053495745941575,-1.228035676727929,-1.640999992447885,-1.6080714778413325,-2.8551180438281443,-1.8080136475223565,-1.6188690724468289,-0.257315077413069,-3.432614873894333,-0.16031733072910498,-2.3496925371519723,-1.0822794437769494,-0.5133386959191828,-0.8725430355197454,-1.45844247450095,-0.10652087994392614,-2.476538863426042,-0.6432656218842823,-1.9050081283275286,-0.1668611566102347,-0.9122693951002492,-2.00156990372524,-1.428976654895544,-2.9170608284721316,-0.44203524477750394,-0.321493171532014,-0.5869050545608335,-0.036987302440953815,-2.179067647568957,-0.43698877310681566,-0.28696347525231647,-0.14110621553447722,-0.5093958909730991,-1.7796330897314574,-0.0931599785505474,-0.10757447833706016,-0.18804756319193144,-0.29903403794268407,-0.0831660844650522,-0.12584709816421533,-0.4034810097667659,-0.1410642573155859,-0.30526892226306424,-0.05890916884293015,-2.7262051831035152,-1.2714061196142448,-0.7141853842279541,-0.3533097477995317,-0.39142008032242315,-0.19763973013332262,-2.8116001930901486,-0.2274595278026979,-0.0655097759749187,-1.8054172711954486
Folate Metabolism,-0.3570166912862688,-0.12765898126930306,-2.0856666210012524,-2.614658053033931,-1.9074098398198984,-2.034066765087665,-0.9968057617626718,-0.6826716692581968,-0.9851009173570596,-2.0623820285644365,-1.1453418933314685,-0.425074189035699,-0.22445720488724355,-0.041836684965971364,-0.04637725456310042,-0.1725285925137346,-1.036735020820269,-0.9577987809916506,-1.8977686257318567,-2.9305811163561386,-1.5324007353506124,-1.1591210952373614,-0.901980276496146,-1.4449884130248165,-1.4713678484465966,-0.7002557661723224,-1.4305196371378859,-0.8152873218074839,-1.6134753699598612,-1.3570211242899504,-1.721429364262467,-0.040450030787960736,-2.967721535896167,-1.1923884972782477,-2.0977508371425366,-1.2589724574326708,-0.47111381557919385,-0.5899850052000116,-0.8124365603819722,-0.18682859747537922,-1.1917730749731479,-2.626022795938107,-3.188967561143104,-2.7860049424482565,-1.5579439359433405,-2.151214653506964,-0.7455245858528387,-1.4988001979216723,-1.4963293299420997,-0.9282410914781576,-1.029086471126631,-1.7782983492273092,-0.23823619773124688,-0.31818232000764335,-0.9189002155035078,-2.3161721543446285,-1.3731393369248404,-3.1180980903541142,-0.38424603103275096,-0.2921621986510983,-1.798000430652213,-1.5994607806842775,-0.023092075648950453,-0.5762824604474462,-1.3044226010960271,-1.2164975202040866,-0.7693911116603902,-0.38476726563989694,-4.123144741963454,-1.6097703524153963,-3.6867341890841026,-1.9555122933330882,-1.0166094147512548,-4.359665098926321,-1.428976654895544,-1.0682907241986879,-1.4013268528139542,-3.147461442902394,-1.3879933133988775,-0.8694864731433956,-1.2682036896856923,-2.23638010051185,-3.1431375200148532,-1.101788597290921,-0.8104258866370803,-0.6218299854144186,-0.7026884562367527,-0.8994524214115113,-1.696195612468536,-1.7973132276293633,-1.2558416419613767,-1.150745104216384,-1.3163496548442881,-0.4785517204625404,-0.3636388693515786,-1.8194267359049316,-1.2204314589057887,-2.28563307851025,-1.0879814824684988,-0.6877564717024266,-1.4417767077422428,-1.012737523714659,-1.1735907065249325,-1.8977686257318567,-0.5539476664689965,-1.8464633905921213
Fructose and Mannose Degradation,-0.6251095357308666,-0.5875161268708317,-0.6790468714752155,-5.039844823882417,-4.883675955559163,-2.392648210598992,-2.4751741236474083,-0.5352535638901035,-2.3427408135122896,-3.1523175481597274,-0.7107971527769802,-0.425074189035699,-0.0831660844650522,-0.019537905372144507,-0.013519527661402474,-0.039406786109731806,-1.1471287334071296,-0.25884038212864124,-2.23096856175439,-0.6361912677401487,-2.3408577728245374,-1.857906888876244,-0.544442429391271,-0.81480417446423,-0.6276096696552217,-1.3437475716738445,-1.4504870747197367,-1.3603321528961652,-0.901980276496146,-3.2977272366817423,-3.14585544939968,-0.01736219787778445,-4.932212632752677,-0.824546241001357,-5.7514165183250325,-2.529479157786138,-0.0192951622396916,-2.3757177780636347,-2.987044676431365,-0.2391018223162103,-0.43232363834239107,-3.038080475549522,-4.15277718903426,-0.713874595705148,-0.8666744392539609,-0.7513907831596989,-1.1288302135026325,-4.553552731289461,-1.2744200325278288,-1.9050081283275286,-1.3545164998381727,-2.7547847589183254,-0.05671144116459351,-0.2329110421274374,-0.7012005942048605,-1.096906386850228,-3.795283322589267,-3.5566639018130943,-0.7645771190190925,-0.33439302667098325,-3.178920718384344,-1.1753060905107466,-0.015187700798916353,-4.899561402133093,-1.46522257166714,-2.4087680197316974,-0.5126998888604475,-0.21910738921747525,-8.33470036845911,-1.9610919228261614,-4.15277718903426,-0.591853817864207,-5.172086558524258,-2.655631927653397,-3.147461442902394,-1.595889954306395,-3.0659451484360667,-2.5759236176823315,-1.3879933133988775,-0.35837312544595346,-2.8782000167915163,-1.233189488556826,-1.2684589299591467,-0.5453936420068967,-2.7308708405352617,-1.7715045425606704,-0.30839917923083415,-0.4391028010305634,-0.9998601555671295,-1.6074005800760145,-0.5501816312856797,-0.5325184490039002,-0.6289261910992007,-0.4226606907975404,-1.1432557005627122,-0.7026884562367527,-2.7427259162164157,-2.9717349604197305,-3.503547205116663,-0.6124040005099383,-0.6009422916588201,-0.46389422635071165,-5.289915980805815,-0.0740493883278781,-0.8405321644697542,-1.931558180790312
Galactose Metabolism,-1.0615369166768318,-0.3897969758867757,-0.7645771190190925,-2.1576979303493005,-1.9074098398198984,-0.6295507090414202,-1.5028831621708638,-0.40043272179470646,-0.5942989017462665,-2.1746600011460067,-0.6685992420481163,-0.425074189035699,-0.22558947464808016,-0.15910813094112713,-0.17529534404031707,-0.24307206134127043,-1.7026667459043594,-0.5242395595735495,-1.8977686257318567,-0.9805521580729525,-1.5269682356645846,-1.4746092234308807,-0.7785832474124786,-0.6154369341415231,-0.4395865583631996,-0.7733012706172862,-0.9674607437843242,-0.43978458143969007,-0.622388802611261,-1.6284556314547924,-1.721429364262467,-0.33160691910888923,-3.3043364644868314,-1.1471287334071296,-3.45764641096151,-1.0771773858138212,-0.36104305541232695,-1.433400771313914,-2.002166061756165,-1.029086471126631,-0.6937900514142618,-2.2783410351474154,-2.2402907262484395,-1.0622662794724071,-0.676043260933199,-0.8954395858460156,-0.5343804692376064,-1.201035116915259,-2.308525703379704,-2.0010567182821664,-1.0275450015508047,-1.686872891585338,-0.2441926589740933,-0.5984759273705843,-1.2605904841338735,-1.2267138207686894,-3.280886060100833,-1.8080136475223565,-0.4405401646935211,-0.23085791953120183,-1.5070994973162855,-0.7721328071565241,-0.03404640499028605,-0.689702136507141,-1.6602586735905218,-0.5021467401117407,-1.5287715394039507,-0.15933843377591964,-3.7296896400819577,-0.8839047388882902,-1.9050081283275286,-0.5270688477173268,-1.833569729866964,-2.079863750012377,-2.419233144934859,-1.5469669990241088,-1.2064536080939419,-1.764053448317843,-1.7026152313781897,-0.8694864731433956,-1.743990512572577,-1.2520930483815051,-1.6293068200173246,-0.4510170395077467,-0.9625459817661407,-0.9512544829971974,-0.34504354989841896,-0.4812830717687467,-0.8797331910719989,-2.2815520501417152,-0.3580532677150562,-0.367802739849587,-0.5735622651822256,-0.37708512511203107,-1.2751440493026964,-0.6119771827060704,-1.046113506838852,-2.626022795938107,-1.777914227220096,-1.5350471109329569,-1.0089324983688897,-0.7052773232767509,-1.8771816023629864,-1.00152987810706,-1.2345758394439785,-0.9847862231190762
Gluconeogenesis,-0.8354535207400046,-0.2880228812099818,-0.30891007878169696,-2.42133715646772,-7.544084422117726,-1.1331224916789973,-4.386473167870708,-0.8997416521547839,-2.4115597642897573,-4.1597730587797965,-0.9279332651421472,-0.18652246253105348,-0.1394891502611721,-0.1202637501038031,-0.03355619412868267,-0.3038577911558327,-0.8942127382058956,-0.3292532953139181,-3.181902491394335,-0.9139507599500497,-1.660103353092124,-0.9217709708413252,-0.5525680972939416,-0.8202171226353676,-0.22829075991237766,-1.5410545358715437,-1.8052338963136476,-0.5002135530081616,-0.5248040784314237,-4.19845619130752,-2.6340325174776953,-0.16200184166487785,-4.747150000344552,-1.5404695561701283,-6.699396761023076,-1.0233678979688818,-1.01660024337131,-7.159187129585182,-2.478115478217681,-1.439254494968167,-0.48680105599156187,-5.154772772813641,-4.038277236231272,-0.9563625080042509,-0.5570099502359005,-0.7298127053700131,-1.9444961568312804,-3.8202618632891125,-3.6908575165878683,-1.583935116086544,-0.5701931447491602,-4.842612509251532,-0.5080899043532172,-0.9581233125661401,-1.476598553921947,-0.41546278184506713,-4.827802699751842,-4.223342671482286,-0.815460370134293,-0.003132234527552731,-4.078944462587567,-0.3955660013693581,-0.10233649470769737,-4.53086358021783,-1.5171000089770381,-3.2407982897052805,-0.7700954903246049,-0.2361890929781696,-5.654100473359625,-1.2591344798604174,-4.822317777559756,-0.7211063159077385,-5.0154527921051315,-2.4341712759876417,-3.6154711122294225,-3.572184287774634,-2.007165009009223,-1.8210575959158484,-0.5570099502364064,-0.9159010938313672,-4.696525530955047,-1.3372312703051055,-0.8351528861364267,-0.41546278184506713,-4.258448163395368,-4.573527131024578,-0.2162361656804358,-0.398925630300859,-0.7886735159737285,-1.4422543821291507,-0.5527590392926682,-0.5139618767417758,-0.6791556694444769,-0.692058888841594,-0.7560983628596429,-0.5660456532139939,-4.322192153598081,-3.177134088685722,-3.2396978520507074,-1.493785398380049,-0.679820874508135,-0.9565588692493046,-4.398171864732407,-0.5936922812229168,-0.04716696424862583,-2.4838228890357095
Glucose-Alanine Cycle,-0.45381070353375896,-0.12294349405983115,-0.253651314416258,-1.679430186016403,-2.1160108686240138,-0.6537590680354456,-1.6619559810875681,-0.8523624791022393,-0.4709419568880563,-1.1828749906425902,-0.7216564375825729,-0.28313386586360767,-0.5833381601067632,-0.8659372419286472,-1.042101241604662,-0.7269969549559,-0.6470987438195487,-1.0026579463680285,-1.8849148189664175,-0.6279847699119836,-0.529159717506677,-0.9439810717467555,-0.9815499177947724,-0.5600868396169899,-0.2927997927303144,-2.047602989327012,-0.316889443288701,-0.09505287910822201,-0.28037562065895305,-1.0943177771119301,-0.9103117255529504,-0.23812719233824853,-2.319928518698466,-1.3234029362898316,-2.1750059612638912,-0.8327180839702395,-1.4742590644733495,-1.4416666813540724,-0.6820026371855509,-1.0585078802405266,-0.2737752396606706,-1.142871416032434,-1.85259147092771,-0.4794994473285724,-0.4455162249892685,-0.6188553664426494,-0.22852966062981742,-1.4055412709727322,-2.886990474254301,-0.6279847699119836,-0.34167468341669377,-1.168356675063258,-0.7938543432706926,-1.8653150848803133,-1.1135502123024552,-0.6986753026439039,-2.9066755083799474,-0.7782898664915119,-0.6360420095997369,-0.028254753147468874,-1.7145684802795507,-0.7181912444717327,-0.43090274159795017,-1.074754985413152,-0.5307513371042957,-0.40134312641365943,-0.20606373785833731,-0.10561848448200557,-1.264873629404413,-0.6725438016336612,-0.9103117255529504,-0.5415597360293625,-0.7828768255613626,-2.1750059612638912,-0.8016897216180143,-2.0869768065388667,-0.3106143233330752,-0.8366729396739621,-0.4894640653466923,-0.579117819249791,-2.525892821498996,-0.6447899980965957,-0.5695181384620854,-0.25117063467208234,-1.0527614077553307,-1.3829270173163222,-0.49230982588678984,-0.3747747786286158,-0.5433359940545792,-0.3128078956839613,-0.23849432045667726,-0.17756527642658967,-0.597194690560207,-0.3187522745326079,-0.9731543508956143,-0.6172251711860728,-0.966888339471991,-0.8974278191240358,-0.5256276662930943,-0.8860289701988499,-0.7250459936199987,-0.46975641386575173,-1.683491454785353,-0.7303005577475312,-0.03285646941255432,-1.1465843339034931
Glutamate Metabolism,-0.07227986016896333,-0.2012407092659324,-0.07274759587367616,-2.3045501465460245,-2.5651811939496825,-4.420467558591253,-6.4684317420688995,-0.08491972657274136,-1.1803025736089103,-2.112811695611761,-1.9237979889199788,-0.12151821149111083,-0.05424967621382319,-0.43735925479862864,-0.07982328874460434,-0.08982690925467073,-0.6770754244956143,-0.18279118369933225,-0.7491548940625011,-0.21972163934834646,-0.2693003392907474,-1.0807772230016373,-0.15824048365507917,-0.8334904501009186,-0.0666666440772559,-3.8917472403239444,-0.09492656111347819,-1.2275467702114944,-0.3845710416204045,-5.008277111348966,-1.6581987325644338,-0.10158972662769579,-2.416673421892536,-0.018141252643657155,-2.311972808509396,-4.436551592405923,-1.9718477712951452,-4.366442815356725,-0.7825958632256029,-2.379898082290398,-0.03025228308993502,-4.240244124731382,-4.5424227537895705,-0.1671258306184653,-0.20510875876919868,-0.2025060678960974,-0.8024242441014404,-2.5077120436243643,-2.7247262704598563,-0.8063949208032861,-1.1119348575401111,-1.353628953170152,-0.7799019297955192,-1.086541130202111,-1.7224802447788132,-3.6692497005158002,-6.622584361450018,-1.2543908882824886,-3.0757198041222003,-0.15824048365507917,-8.204424418212565,-0.24721931162508443,-1.9538398320633983,-2.4907571172558276,-0.2132530914117232,-1.909142271271194,-1.0987787739133101,-0.21972163934834646,-2.7204595392055344,-1.1690121811570469,-1.3438453190822577,-0.07274759587367616,-2.8332111043960406,-3.022307380182286,-1.448964013003308,-4.635900465674692,-0.34743706683336345,-0.5609039797944267,-0.6981888595912402,-0.2877554693651079,-5.083455327805231,-0.22952866665629107,-0.21319891013318906,-0.3687126102850305,-2.954359753242876,-4.365323119634859,-0.08491972657274136,-0.34373836408713515,-0.1276299712640173,-0.1998222215645014,-0.2320597592184485,-0.6319690983487116,-0.6526511109086496,-0.2012407092659324,-0.06980020368243227,-0.040772772664544876,-5.589505672697785,-0.8467827188913861,-1.5584110844755577,-0.19366013659075462,-0.7633448419138084,-0.34373836408713515,-4.658197678774,-0.10539526696504059,-0.036312868212843935,-4.696862256810927
Glutathione Metabolism,-0.3685016911828916,-0.1371122395583789,-1.0464582786491081,-3.160707711601972,-4.60675877034464,-6.772407009516839,-4.294500095629391,-0.7075017116973613,-1.9438005195513797,-3.296554488525784,-0.9828340308010299,-0.016488832749590003,-0.0951902595420213,-0.46851644231374007,-0.036560344275561804,-0.045542674141985734,-0.5603575445886075,-0.12610636488412744,-1.228200974387396,-1.2626103917090852,-0.5844130897595862,-1.0325721909088514,-0.8106873234126941,-0.7680528427770622,-0.7226784090535263,-2.040812419152896,-0.9549956021635145,-2.0444117812855036,-1.436604209766326,-2.9643695790848885,-0.9284571622613013,-0.09269380027244983,-1.359792881233639,-0.0951902595420213,-3.244581069707575,-3.42606752314654,-0.5948681649602918,-2.2678468907174563,-1.0916649053311442,-0.7441319134867825,-0.4806315134529714,-4.285669308165194,-4.741506312884452,-0.6975370056546062,-1.1230661606323131,-0.7695161289096047,-1.7259164973170957,-3.1937279072353886,-1.5085789436443218,-0.9396445907972228,-0.7075900452695321,-1.736348831567875,-0.35449054575516187,-0.4041868316498493,-1.347208489922526,-6.590340996194928,-3.057451246945194,-1.0789537423876285,-1.5771015906175032,-0.24434015761820996,-5.03412716986191,-1.3817047081968157,-0.1433501499396003,-1.010067617283903,-0.7760971795337214,-0.7972650277022136,-0.6242684791030716,-0.020467533486794916,-1.9664071164114918,-1.3189988883854185,-2.047051731166935,-0.8029836006198918,-3.964040338340557,-4.3800853753184485,-2.318852521853708,-2.663376541818991,-1.2831997118579344,-0.6975370056546062,-0.5980869251932873,-0.5800067835588639,-2.657625779565059,-0.6853403905024857,-0.5467008973951115,-0.7683365723243691,-0.961580396045104,-1.4669030087961878,-0.28308983398948767,-0.09861762949783444,-0.7653239859048817,-0.9948850685244396,-0.8610008607709981,-1.0826259287054953,-0.26535698557994974,-0.7188806817014126,-0.31395308078341166,-0.42249989141161215,-2.665929120595487,-0.7844702468657664,-1.5929602990816394,-0.23999870241179028,-0.5751609724123911,-1.0224654866488792,-2.634694154508308,-0.5393243006698636,-0.19455447980435175,-3.570773201145115
Glycerol Phosphate Shuttle,-0.4184432329386555,-0.17743288073823874,-0.5150601478016671,-1.0406640162795935,-4.2141832620172766,-3.354946146779852,-1.9465640832469968,-0.4975422981193287,-1.3639260927077075,-2.6914396198851693,-0.5868464467586673,-0.21802593384782082,-0.06812589174653666,-0.07717718146032417,-0.013014412784679297,-0.07584424738661966,-0.3931606600409186,-0.6558980961731817,-1.8904967269937614,-1.3760859301299952,-1.0715214118243925,-1.1729977126241773,-0.6707829393110962,-0.2809915431135046,-0.4713392427578133,-1.7246532981811242,-1.5259555911329956,-1.4843215184218224,-0.8498841672969407,-1.9948107255972287,-2.5144131682885926,-0.0746228612578115,-2.5031562172655213,-0.6295795846437323,-3.2349951564170305,-0.9692358829278533,-0.08454589871012079,-1.3013703328343984,-1.9832121443113864,-0.0820551805128254,-0.6931642099205465,-3.4666202381630984,-3.345534005615794,-1.0051325422011554,-0.3947598979952045,-0.3433404183557029,-0.8217639058077373,-1.807215350829959,-0.6337290517592248,-0.36646025343045907,-0.6986753026439039,-2.2239599674259134,-0.07807612033812159,-0.16852812297783942,-0.5006657055569933,-1.4966335020171115,-1.5834900591510748,-2.240036217773388,-0.3339215042181763,-0.062020847480753975,-4.32145421448241,-0.4946025987400164,-0.02646169528782281,-1.285512514532564,-1.0715214118243925,-2.9336967683076893,-1.1538769273548564,-0.09997971818303446,-2.8514544437908524,-1.6625762606620407,-2.5144131682885926,-0.38587366834616404,-4.739882220804648,-2.8345016460418724,-2.5334000038136644,-1.4249038594627126,-1.1162398563247136,-0.8683710575845158,-0.8951440567262852,-0.48534950046462183,-1.5440399372258033,-0.39651753012763097,-0.44486022780799206,-0.5598408717497966,-1.7499054106593555,-0.7070514827904059,-0.35769296308406046,-0.6651911543760305,-0.5413486729334396,-0.827219232900788,-0.6227148585520738,-0.6658453840134573,-0.43202824966723447,-0.3187522745326079,-0.28856207751773383,-0.43373136746564145,-2.0127598386923307,-1.0666748850567178,-2.087692676308144,-0.2105091301589588,-0.4611337381602873,-0.6745174735139262,-3.0217966650472206,-0.6208836774191173,-0.053924442789673406,-1.9126120746553896
Glycerolipid Metabolism,-0.28749792648043315,-0.27093863734591384,-0.5422688068188424,-1.0699589717364537,-1.9074098398198984,-2.034066765087665,-2.335852847347844,-0.2402047332063253,-1.342180004431212,-1.3608307427181332,-2.2815520501417152,-0.026072303822024603,-0.0831660844650522,-0.3335625909005388,-0.5627840158867097,-0.10262049611436838,-0.5687943828347903,-0.27451787638357006,-0.8217012054440926,-0.5631108919195833,-0.8894537051551403,-1.028141763390421,-0.298367792860929,-0.5453936420068967,-0.3210140364924542,-2.5894293577557024,-0.3153192324355146,-0.7585296598387367,-0.6083020901248686,-2.2681953161332773,-1.721429364262467,-0.08859669143877906,-2.6619157108621576,-0.15234769282212,-2.0977508371425366,-2.4220250294853978,-0.3974116044059696,-2.3159794089321486,-1.1134665560459533,-0.8800984593270393,-0.378270758313902,-2.9660016449518154,-3.188967561143104,-0.8112514574616122,-0.31242683959228224,-0.2877062201837221,-0.5718991308372564,-2.5161714052223565,-0.6439864099199729,-0.9282410914781576,-0.7280564754626498,-2.2921173300789426,-0.2897667519570296,-0.7999769010237298,-1.1591210952373614,-2.176490534933156,-2.8551180438281443,-1.8080136475223565,-0.9877963624991098,-0.257315077413069,-2.369989845409353,-0.17871670610470003,-1.1405384685585682,-1.294798659337906,-0.5133386959191828,-1.2702507054657461,-0.7460803357079984,-0.1553925406284353,-4.123144741963454,-0.5529512192478891,-1.9050081283275286,-0.1668611566102347,-1.6317474122506093,-3.0448449487742093,-1.5081614194574129,-2.2741539107625304,-0.9311235909779787,-0.7175202351774299,-0.8137043767073758,-0.10757447833706016,-2.179067647568957,-0.43698877310681566,-0.28696347525231647,-0.3299942355344358,-0.7406711541393591,-1.42714864105227,-0.12800894356023243,-0.4391028010305634,-0.30772969893983815,-0.6765424831740086,-0.44993818340572833,-0.7475180879753388,-0.4034810097667659,-0.40100600819899535,-0.30526892226306424,-0.47376765370548357,-2.1355757744785175,-1.1891680781146234,-1.1265515960818933,-0.46340660176185344,-0.39142008032242315,-0.2502957291228832,-1.889053056531897,-0.1254222665466945,-0.0655097759749187,-1.8054172711954486
Glycine and Serine Metabolism,-0.342020227489745,-0.17372457758419468,-0.2604019631534282,-5.177961896162701,-3.7207333946839922,-1.4070623873765922,-5.1401246610875955,-0.42848512158827895,-2.709445222895262,-5.220012536237993,-1.265630504625048,-0.24996189513944087,-0.16904385064599414,-0.5364760924323247,-0.3403326449278097,-0.3875705636069904,-0.8579131410121307,-0.22704533526842097,-2.677186834222668,-0.7262086062246805,-1.3507947998567227,-0.7521474655745051,-0.6662939248207419,-3.1705158139956686,-0.26357709767763415,-2.4048941706592006,-1.0680327289610374,-1.9359398701912576,-1.7550911967894398,-4.006481429375246,-2.9889311561365735,-0.38056443376706517,-4.414436232189973,-0.9425553187731324,-4.290750619321396,-4.821134534039029,-2.963383240387846,-4.250508340551409,-0.8282747494400221,-3.190821475851478,-0.2757413689483461,-4.851733127323368,-5.764167023908755,-1.2069641056823412,-0.8164664122005756,-0.6807494231354201,-1.6468084734852515,-4.594511323262409,-3.14209807202798,-0.4525153599716144,-0.18893754275324273,-1.03566658211604,-0.23753378769397707,-1.2226206900620415,-2.102167790283541,-1.9301895765753678,-7.148018562129912,-1.3693188228109578,-2.405974150653687,-0.055062356980089246,-7.715981901431361,-0.5449676630211295,-0.7262086062246805,-3.0790970130535755,-0.8464750091828209,-1.417206886236761,-0.8609548902701788,-0.10547817092515592,-1.7052005931551208,-1.5765871067006576,-2.1722240334080274,-0.668982554962848,-5.912923316264653,-5.558320278504716,-1.6429619421879484,-6.949145703393198,-0.771753783136728,-2.2493879893062028,-1.3383580566813176,-0.2882430618314097,-6.507131753133331,-1.205002102161974,-1.1220975324490154,-0.8460589138919196,-1.7374547793285116,-4.793667287158875,-0.20054108372845206,-0.426963621425262,-0.8460589138919196,-0.9157387048566484,-0.7604676974334067,-0.8497126233715258,-0.39681693189678346,-0.26526130208214777,-0.27010712055066893,-0.488832997157477,-5.192877563036998,-1.4822151535769068,-1.5097753059968702,-0.25942911391761403,-0.4579854930807499,-0.28907482736736145,-6.010527373573277,-0.4347123904021907,-0.22704533526842097,-4.722862365588002
